ABTX,-0.3710008,0.14443971,1.4240065,0.3770228,0.8388201,-0.7659369,-1.4452636,1.5383048,-0.49196693,0.4301989,0.90022343,1.6547005,0.3747212,-1.935937,-0.616261,-0.13733488,1.0028208,-0.40575612,-0.24745344,0.46934035,-0.8074039,0.053786665,0.41635498,0.06713477,-2.9643157,-1.0034814,2.7941139,0.95921344,-1.147527,3.52364,-0.37716445,-1.8458499,1.901392,0.031876016,0.062051866,1.0792562,-0.40455845,-2.4682922,-0.5154742,1.3952333,1.0146917,1.5140008,0.8110941,2.4170117,0.63706523,-1.0331844,-0.7228412,-0.63076806,0.16503417,0.24977815
ABUS,1.8957764,-1.2293988,-1.7394954,0.91661817,-3.1012063,0.7880917,0.009334843,1.6396847,1.0378968,-1.7110502,2.7893553,1.3805209,0.91147715,-0.097268805,-1.2732047,0.17613117,-0.22094965,-1.0483092,-0.16056268,-3.6612537,-0.93857133,-1.305347,1.0325247,3.5536315,2.0360157,0.41859522,2.2872434,-0.032168366,1.2182124,3.164753,-1.9476589,-1.2108396,-0.50321776,-2.235736,0.37965277,-2.1381755,2.7218685,1.2460326,-0.7602846,3.112643,-1.6473455,0.54832166,1.2989141,1.4088315,2.44788,0.13609688,3.094981,-0.8980482,0.48949265,0.473514
ACAD,1.1197022,1.1969014,-0.67544496,1.635961,-1.0150324,1.0720805,-0.77218944,1.7337127,-1.1703424,-1.0837463,0.76875114,0.807951,0.1983532,0.38901943,0.985972,-0.26892346,-2.5195072,-1.4575545,-1.2747535,0.5979157,-2.8283477,-1.6756507,-0.49416712,1.4548854,-0.08959947,-0.91889507,-1.4049602,3.1100833,-0.8440187,3.0138743,-2.9935987,1.4458936,1.4097013,-0.82552654,1.2234802,-0.08585932,-2.0440161,-1.0011228,-2.1217341,1.2401487,0.6773284,0.35159886,-0.99717206,3.2714455,3.197187,1.2668926,3.0077605,-2.2372591,-1.2337822,1.3629452
ACBI,-0.60021394,-0.08551169,1.1482137,0.15213919,-0.3075028,-1.6567463,-1.0091124,0.5815489,-0.9871937,-0.30649677,1.6936901,1.9704578,0.6773823,-1.3559451,-1.4133083,0.27283043,-0.119955234,-0.6125688,0.14325958,-0.62081856,-0.40569624,0.9011893,-0.94624954,0.35827115,-1.77337,-0.3557696,2.124526,0.111340895,-1.2291876,3.1328056,2.3966784,-1.6971678,0.08191355,0.5342297,-1.1693084,0.7145929,1.6253661,-1.4090359,-0.5435523,1.9041169,-0.18310371,1.8231589,3.206329,2.4460912,1.3076413,-1.4010695,-0.92200357,1.0383103,-0.7765736,1.2927792
ACET,1.1492963,1.7280663,-2.3724673,2.4104877,-2.6005127,1.6413116,0.5049012,0.96228486,0.8113813,-2.8717482,0.17749256,1.0051671,0.115622215,1.0796928,-1.59854,1.566701,-1.7295688,-1.7559366,1.8592806,-0.83402056,-1.9543886,-0.3167065,-2.4659975,2.8970964,0.11609336,-3.1962824,-1.8852228,-1.8944626,2.0424545,2.4036505,0.11993708,-0.12680592,-2.2205894,-1.8292121,-0.2737666,-0.5327994,2.035162,0.21465245,-0.5170159,-1.4460621,-3.906616,0.19063649,0.3161237,0.5097343,2.1117232,-0.7761801,0.61651176,0.6480146,-3.5921717,4.1321774
ACGL,1.2418417,-0.18345086,1.8911213,-2.518492,-2.0065658,-0.16548015,0.50307244,0.22183551,-0.54523504,-0.17042845,0.7984512,-0.08321471,1.3633678,-1.6045184,0.42028892,0.031780727,2.963359,-0.9604767,0.6490175,0.79363525,-0.01733784,-2.1025338,0.19677415,7.054405e-05,-0.8790879,-1.4822776,1.8636031,0.9619892,0.026480867,2.8646765,-1.3045648,-2.3785617,1.9180423,-1.3212188,0.43308297,-1.2542971,-2.9739993,-2.3163338,0.47353905,1.8791736,-0.5468574,1.4390876,1.8306764,4.175627,0.73117054,-2.4969978,0.42656824,-1.4193753,0.20117487,-0.6136519
ACHC,1.2985239,-0.10557468,-2.0536618,0.6303196,-0.72651285,-0.42550865,2.0721378,1.2921399,1.402568,-2.2273452,1.07994,0.92733467,1.2440796,0.7472212,0.5032832,0.6072434,-0.9044217,-1.5996641,0.09268221,-0.6829679,-2.198142,-1.5116073,1.956624,3.380942,1.6226943,-1.0612361,2.3375509,0.056758862,1.1674137,2.2324247,-1.5036932,-1.1162468,-0.58326083,-1.249181,0.6045043,-0.038278144,-1.8396376,-2.167648,0.17492947,3.3784578,-1.6423901,-1.634975,2.743751,1.2713904,2.5738473,-0.019192027,2.4015322,-2.9109957,-2.8326993,0.28924945
ACHN,-0.5009704,0.8802454,-2.2262263,2.070902,1.2038659,-0.2606023,0.5530809,2.0938015,0.44075358,-0.25528178,1.1886548,0.54473287,0.63709486,2.1669226,-0.82382214,-1.7449709,-0.77132595,-0.6236888,1.8199482,-0.701823,-3.6810312,-0.40404293,0.57727605,1.0277537,-0.7401656,-0.09411278,2.9172316,-1.3252765,-1.8943113,2.2116117,-0.9266602,-2.1777508,1.8323746,-1.2078658,-1.1254634,1.856087,-0.5725715,-3.138757,-0.14301406,2.1412024,0.40546018,0.98694503,0.3762818,0.71804315,1.1975248,0.023652898,1.6723256,-3.1931713,-2.021676,1.4476614
ACIA,2.1734734,2.6350617,1.6282825,0.55476934,-1.777613,0.9762132,-0.7146486,0.8259692,0.7290586,-1.1249925,-1.0462662,-0.24425682,0.28746495,0.29006886,-0.8441997,2.2614949,-1.9840958,-2.908222,-2.0954604,-0.80191404,-0.455332,0.6841974,-2.5361118,1.3494143,0.38943034,-1.491529,-1.498924,-0.45410952,0.6289186,3.3620803,0.95664984,0.08934204,-0.9983405,-0.52466285,0.8670674,-0.27746367,-0.73683023,-0.34933862,-1.7153172,-0.20281899,-1.7969047,1.5611567,0.44081306,1.1788259,0.7293914,-1.7040364,2.5952573,1.6330887,-2.6223114,0.57877594
ACIW,1.0625476,1.8568931,1.3335792,0.42343387,-1.8631759,1.1963562,0.5960889,0.51609373,1.4992706,-0.34974718,1.0295576,-1.5166532,1.5950131,0.28876996,-0.46081802,1.4456841,0.21780078,-2.7354863,-0.5949285,-0.628413,-1.0912272,-1.8304394,0.29417032,0.44652277,0.6828421,-1.2750201,1.7132603,-0.22364238,-1.0201415,2.5219412,-3.3146894,0.035820752,0.62854165,-1.6987101,0.672747,0.19726823,-2.8580964,-2.3687558,-2.4836037,2.0677462,0.44970503,1.8430845,-0.61423546,3.2419229,1.4285876,-0.65834075,4.2819715,-1.6872758,-1.1653507,-1.8692491
ACLS,1.2666634,2.088843,1.3530504,1.5403085,-1.7630341,1.3660297,-0.5903909,-0.16838877,1.0865117,-2.6375396,0.23317426,1.3737967,-1.670137,0.45025748,0.64447874,0.99533963,-1.6337322,-2.6801493,0.4391952,-1.3996897,-0.6866167,0.52980554,-3.802132,-0.36986762,1.5175965,0.029893069,-2.6687186,-0.35842276,1.4258506,0.6553421,-1.3741441,0.99905986,-0.91131103,0.5038413,1.8665835,0.56672233,0.36203113,0.1448881,-2.0548604,0.9878073,-3.5173538,5.9210663,-0.9226837,-1.0002956,3.0277636,0.83786935,0.44806603,1.0816451,1.8355218,-1.0342642
ACNB,0.24533352,-0.6656517,0.3041992,-0.59553564,-0.13856374,-0.97094804,-0.7783026,0.3469189,-0.4277778,-0.09927826,0.8961646,2.3408928,0.9898448,-0.93870246,0.07438887,-1.3634576,-0.31419367,0.015525008,-0.54207265,-1.5951622,-1.320217,1.0403404,0.5099867,-0.13563552,-3.5928679,-0.88732773,1.7779511,0.4715383,-0.480114,3.7069762,1.918043,-3.03736,0.6137717,0.55435187,0.87038046,0.7270693,2.8666673,-0.5823287,0.9404362,0.8497396,-1.1464592,1.4439886,2.5426712,2.9094622,2.4668689,-2.4959023,1.335038,0.57817805,0.42175847,0.1940728
ACOR,0.9997184,2.4092498,-0.54736394,3.071804,-0.11461448,0.10147824,0.8490978,-0.63443035,1.1544826,-3.6176138,-0.26743704,0.51443505,2.2410567,-0.4547345,-0.15431301,2.41774,-3.1815598,-2.964312,0.17170098,-0.7041403,-1.1358876,0.96282136,-2.7697015,1.7097979,-1.4532591,-1.9436649,-1.0217679,-1.7013705,0.3522555,3.676856,-1.0916448,0.45941818,-2.5754328,-2.1556056,-0.282266,1.1055562,-0.54581326,0.11148699,-0.689913,-2.2073355,-4.095995,1.1968154,-0.89876574,0.5331719,1.6740334,-1.7984979,1.6046894,1.3944693,-2.6818335,1.2625793
ACRS,-0.39457586,1.0719019,-1.9171838,1.4883432,1.0196196,-0.63441306,-0.028004466,1.1746393,1.0036297,0.3011095,1.260392,0.33043003,1.1166401,-0.20891505,-1.4059459,-0.9545514,-0.42851794,-0.78164035,1.011796,-0.9645693,-2.9170187,0.18579893,-0.671093,0.7935784,-0.6599844,0.2266918,3.2339537,-1.3773651,-0.08520886,2.9124653,1.4021132,-1.4833626,-0.23811065,-0.58680046,-0.6300801,1.4054325,-0.22540788,-3.2946458,-1.3349124,1.5966384,0.5859764,0.52285445,0.65185016,0.09132276,0.45421585,0.85398346,1.3111088,-1.0979134,-1.8290186,1.103884
ACRX,0.63412184,0.65710264,-1.5231729,3.0939176,-1.7224514,-0.28842223,-0.9251802,1.5808696,-1.54194,-3.0667365,2.4713054,1.3085905,0.36868528,-2.7858508,-0.29100668,-0.8234687,-1.8938078,-1.5525857,-1.8484187,-2.5746331,-1.2974377,-0.29915452,0.30601242,1.8644037,1.811519,-1.260714,1.1339417,-0.5030181,-1.1127356,3.1636508,-2.0355394,1.8542292,-2.2137892,-1.3741361,0.38695082,-1.2561157,1.6781018,1.0149331,-0.6036044,2.8012867,-0.86320466,1.7306426,0.93967867,2.7246466,1.4111042,0.50013393,2.094507,-2.5953429,0.016373666,0.7412655
ACTG,1.3042458,1.2352415,0.0057203076,1.7036569,-0.77501106,1.2821186,1.551186,-0.1927323,0.8640375,-0.59399825,1.367522,-1.1102506,2.5476775,-1.0372113,0.7850338,0.8111721,0.7001054,-2.1911724,0.4777937,0.07570005,-2.7868536,-2.7896,0.53950924,0.5318368,0.75117505,-1.8151144,2.8711126,-0.16519023,-0.12832531,2.456123,-1.5314989,0.75729924,-0.5889034,-1.2502025,0.3693511,0.71742964,-2.2128265,-2.8474653,-2.9777555,2.9447606,0.2683662,0.63115406,0.2678173,3.0168984,0.56956446,-0.54466337,2.7846982,-2.185179,-0.94498783,-2.595023
ADAP,1.5482718,0.41194293,-1.2528703,0.81136197,-1.5474085,0.06848621,0.86678773,1.7231385,-0.14757514,-1.391758,1.9154121,1.4187313,1.36334,-1.9510322,-0.5726583,-0.4194488,0.3859962,-1.3511299,-0.18659087,-0.35310665,-2.7850912,-0.9573077,-0.67791694,1.3172101,0.6515316,0.19353688,2.6059377,-0.015594841,0.026491912,2.0896647,-0.22601117,0.59112567,0.4632761,-0.6973122,0.07968821,-1.3660021,-2.060084,-2.8290884,-1.0479487,2.059976,-0.5185955,0.43775597,0.12953255,0.71468914,0.7339467,0.86496335,1.4163715,-2.431565,-1.978985,0.73479575
ADES,2.6076927,0.049745157,-0.5865255,1.6281333,-3.173736,-0.09711642,1.6159236,-0.5725074,0.39568725,-0.7548864,2.17566,-0.16530056,1.9924309,-1.0782428,-1.0484155,1.1630858,-0.1973023,-1.3152535,-0.6285164,-2.669287,-3.398583,-0.4856232,-1.3336552,1.7004708,1.8305306,0.4373285,0.88277316,-0.7751482,0.22573358,1.3546703,-0.05886727,-0.5892448,-1.7598144,-2.381548,0.22639361,-1.289839,0.89902115,-0.59789896,-3.0443537,0.010633281,-2.6636653,1.9920306,3.0570164,1.8519138,1.6784388,-1.857957,3.020195,-0.8056534,-1.0630598,0.17470507
ADI,2.337634,2.6336362,-0.18004048,0.008273961,-1.9741553,0.82134444,-1.1100608,1.0320679,1.066865,-3.083941,1.1630996,0.7776427,1.7325412,1.4166869,0.10370988,2.389829,-2.5432818,-4.152731,1.1506053,-0.35936102,1.6357216,-1.6210148,-3.444344,2.8685305,-0.8555364,-2.1905568,-0.614249,-2.2970293,1.4805235,4.2229095,-1.1989385,0.47812057,-0.61775964,-0.97781825,-1.0665098,0.24547549,1.4281497,0.8311423,-0.29016438,1.1103652,-1.1421013,-0.42851773,0.48243833,0.17890815,3.3874052,0.9790674,2.88175,2.1123745,-1.1154063,0.61281747
ADMA,1.9341762,1.657575,-0.28970158,-1.00731,-2.3358545,0.6445875,-0.71851945,0.39270312,1.7166702,-3.6702409,-1.2807149,0.30563852,-0.51054204,1.9102514,-1.3189929,0.61842823,-3.9052527,-2.612563,-0.27463832,-2.4557972,-0.26439783,-0.85010344,-1.2745281,2.580673,-0.93098366,-1.9292611,-2.5928016,-1.9295157,2.055443,2.4952972,-0.79453313,-0.64023125,-1.5133107,-1.417357,-0.9469699,0.48192275,0.5850393,-0.7564679,0.65472573,0.15218562,-4.184318,-0.5585341,0.863352,1.1535407,1.7918894,-1.419243,3.454535,2.132034,-3.034656,0.5778142
ADMP,-1.6422958,0.76579326,0.4427533,1.5082088,0.16874793,-1.2473768,0.47912163,0.36643165,1.1005632,-1.67082,1.008609,-0.623366,1.2488632,1.5231538,0.62904334,0.19766156,-3.8331783,-0.6483355,1.1849763,-1.0038253,-1.5431987,-0.92986965,0.32798132,0.98041,-2.1855006,0.10050598,2.0180728,-1.447697,-0.7139292,2.1897418,3.4207554,-0.43294126,-0.6377061,-1.0142664,-1.1311008,1.0169822,0.08271193,-2.3999028,-1.5134368,0.87630504,-0.51441705,0.7610713,0.96057475,0.46875116,1.3273522,-2.498493,2.9067905,-0.77934724,0.3585425,-0.7205325
ADMS,0.07854621,1.6960869,-0.3509562,4.1099944,-3.0192025,-0.3495045,-0.34931654,-0.40937847,-0.9494792,-3.1171415,1.5871909,-0.09562331,1.9443139,-1.4657981,-0.69962966,0.58047307,-0.5861753,-2.0528247,-1.4029533,-0.84863466,0.8618352,-0.79678124,-0.614242,1.5313174,0.7579244,-1.6240772,1.3408135,1.266388,-2.4469554,3.372032,-0.54133606,2.3347888,-2.619454,-1.741395,0.9069866,-1.267449,1.5560043,-0.5114554,-3.0116177,1.4428382,-0.8747131,2.6759107,-0.16309685,2.6098492,2.3851388,0.95312667,1.0800686,-1.6670473,-0.627292,0.19125351
ADP,2.0316446,1.6639575,4.005197,0.6012923,-1.4908524,0.3052805,-0.30675238,1.4811829,-2.277415,-2.6488004,0.61353445,0.22232226,1.1004485,-3.3674152,0.6898117,0.38165867,1.4100479,-1.7483085,0.81595665,1.3782806,0.1438197,-1.8072819,-3.032507,-0.33536178,-3.3448055,-1.9581484,-2.604093,0.56656104,0.094021924,2.3779435,-1.4407326,-0.60590196,0.5575517,-0.8980934,-1.2072386,-0.3857956,0.14788428,0.88500834,1.3906635,0.092550516,-1.533715,1.6725681,3.25123,2.8966424,2.0889616,-2.2874444,-1.7357398,1.542576,-0.0886682,2.2894442
ADRO,2.1906226,1.4852288,-1.8195343,1.3461665,-2.3076007,0.6956335,1.5330198,0.7548739,0.19309776,0.66219515,1.8612051,-0.17674603,1.0340146,-0.19705915,0.16055441,1.3668028,0.9298032,-1.2425178,0.00446931,-1.4132158,-1.6557852,-2.0193627,0.004564612,0.9652892,0.93583864,0.42842197,3.4857483,0.2683229,-0.4305328,2.387467,-1.9506786,-1.0693301,0.72571856,-1.9009053,0.78233033,-0.9299248,-1.3526313,-2.4796815,-1.3099086,2.231906,-0.71984994,0.36241633,1.231234,2.0238507,0.6164475,0.10117952,2.7077837,-2.6518912,-2.405608,-0.3851082
ADSK,1.232719,1.9340342,-0.1382692,1.1927372,-2.4681451,1.4075258,0.4532451,0.1213118,1.7646799,-2.457398,1.3849484,0.9565124,0.45381346,2.6445398,-0.32601538,1.9780834,0.4053633,-2.8124616,-0.35824087,-1.9854138,-1.2026277,-0.81364286,-1.7531967,2.9119456,-1.9995866,-1.4035995,-2.3687346,-1.4527841,1.3522086,3.296605,-2.093352,1.8091816,-1.648127,-1.5279348,1.5884427,-0.17664391,1.1709539,0.59459126,-1.9066396,-0.96465784,-2.2397742,1.5641508,-1.263557,1.7146403,3.4825583,-1.5648565,1.6322801,3.4530885,-0.7252637,-0.21702471
ADTN,1.7921704,2.7074482,1.6271021,3.4452932,-2.382779,0.6239562,-0.08735594,0.12430437,0.62901706,-1.4276971,-2.5488176,-1.0067027,1.8287745,-0.4241835,-1.0993145,0.28763872,-0.70326686,-3.1874099,0.41886297,-0.44145465,-1.7636107,-0.25002855,-3.2769883,2.6833608,-0.08150293,-1.4662088,-2.2807739,-0.7251608,-0.2803008,2.3779364,0.117386535,1.8132217,-2.562071,-1.8569906,-0.068131916,0.4049177,-1.0602387,0.9731086,-0.37060964,0.18534541,-2.2506192,2.452453,-0.8725361,1.0117445,3.7842588,-2.1367748,0.27977526,2.0291905,-2.017088,0.15242912
ADUS,2.1481218,3.0535393,-0.2287545,2.8800254,-1.337,1.8878354,-0.5654106,1.0711031,1.5798632,-2.1075947,0.1873797,0.056918617,0.55091286,-0.16311327,-1.0490528,-1.1288874,2.1443985,-2.858596,-1.4649851,-1.1962765,-1.4478264,0.5074047,-2.2314208,1.6607091,0.4112406,-1.4525013,-0.3544848,-0.61721087,1.9853978,-0.30973536,-1.8917768,0.59705234,-0.61451304,-1.2430546,-1.2089726,1.0443172,1.456811,1.1504898,-1.1980404,-0.30463004,-2.3904395,0.8773694,0.867179,1.2054003,4.593893,-1.0132895,-1.3128785,1.5175447,-2.6521113,3.155679
ADVM,2.180596,0.9761734,-0.80346143,0.32806808,-2.5750768,1.3926477,1.5047239,-0.42718187,1.0292442,0.43063253,-0.225711,-0.8002322,1.8744597,-0.022073824,-0.012495278,-1.0568092,1.0379893,-1.8192767,0.4292977,0.0025276022,-2.7945945,-2.3336806,-1.0170728,0.74494416,1.8769225,-0.9598762,2.5319903,1.4207207,0.4978603,1.3383665,0.67112327,-0.25368136,-0.10224027,-1.4958739,0.82542795,-0.06058083,-2.4601367,-3.3042467,-1.2673396,2.6946037,-0.43720925,-0.5046338,-1.3213121,2.9272094,2.2294686,-1.1266074,1.6517005,-1.4857131,-2.6623273,0.22702558
ADXS,1.1965528,0.6934832,0.82083875,1.876695,-2.7208385,-1.1253003,-0.06007881,-1.3900559,-0.16589724,-0.7697798,0.43811715,-0.97243613,2.0629287,0.1431512,-0.45945212,0.9160074,-2.428345,-2.896427,-1.3367943,-1.6344808,0.12074344,-0.031809956,0.113377765,1.2688577,1.540438,-1.3098681,-0.9130982,-0.04924047,-0.9376408,1.7700123,2.9205253,0.05864062,-1.7960073,-2.309032,0.043171834,0.8266881,-0.2400311,-2.3202431,-1.8492712,1.0449688,-1.4600434,2.2308762,1.5359143,3.2322962,1.6353686,-2.2681413,2.2786112,-2.3956213,-1.5161052,-1.058784
AEGN,2.739313,3.4617078,1.9234967,0.48765954,-2.821656,1.5113374,2.0371106,-0.98230934,0.29898703,-1.572903,0.018901002,-1.7909993,2.2869515,1.7998346,-0.048667163,1.0419328,-2.3046055,-1.8262,0.5872562,-0.048293833,-1.6948583,-0.3755518,-3.9361014,1.7200531,0.15510137,-1.1874931,-2.15635,-2.419881,1.6726797,2.3641396,1.1945341,-0.98121476,-0.27147275,-1.4305663,-0.08043012,-0.6572485,1.3174862,-0.587428,-1.3574392,-0.64818573,-3.7595444,0.029961996,0.894673,0.7220227,2.5790868,-2.4847212,3.443251,1.0746443,-2.080035,0.71917117
AEHR,0.88752663,4.2056623,1.0487993,1.8766532,-2.9429064,2.1884162,-0.8614026,0.14463398,0.7903026,-0.6039878,-0.5657057,0.798709,2.0177574,-0.5192643,-1.0067018,1.1395915,-1.8484317,-0.92617214,-2.584031,-2.1453729,-2.6735253,0.83655196,-1.4052565,1.3176028,-0.7962864,-0.402781,-2.4991643,0.95868653,1.6082852,4.091647,-0.8830318,1.5511637,-0.065539435,-1.6032668,2.9154456,0.19433561,1.1507766,0.5819496,-1.7107546,-0.062288407,-2.2166407,1.5364727,-0.9884452,2.8160567,2.8448644,0.09781708,1.8344766,1.9657873,-0.81117475,0.030404031
AEIS,0.74588,3.7183943,1.0450436,2.0893042,-2.8698232,1.6570258,0.6302447,0.53996587,1.477416,-2.6727118,0.03656472,-1.7128221,0.059307914,1.4233985,-0.009487104,0.5318814,-0.28324714,-4.1079583,1.1329961,1.1567842,-0.034056664,-0.10645243,-3.273964,2.5194187,1.4121002,-2.625065,-2.585873,-1.6160127,0.63936925,2.0404818,-0.9951508,0.8157948,-2.1258142,-1.3677768,-1.6558714,-1.0814111,2.2414122,-0.27488828,-0.32534382,-0.5165152,-1.8898247,1.9269783,0.021300718,2.3424416,3.5641983,-1.7032391,1.5705506,2.2700655,-1.5083776,1.1218841
AEMD,-1.2980703,2.100555,1.1792142,1.3043033,-1.7920618,0.98851174,0.4071127,0.26453888,1.6496238,-1.0731177,-0.21555871,-3.1668873,1.0965863,0.015409007,1.0494248,1.0139141,-1.1454498,-0.81252515,1.3814082,0.3862765,-0.7798677,-3.1127384,0.4236458,0.25374952,-0.57254916,-0.20393011,3.2745621,0.25394708,-0.79617095,-0.049492408,0.7054047,1.2622545,-1.631968,-2.864806,0.5457389,-1.1004764,-3.3153043,-3.0804706,-1.1797426,1.7176872,0.18847035,0.70803225,0.96731174,1.7695584,1.0166059,-2.0007272,1.9518436,-1.7772092,0.60348463,-0.1959793
